 ,source,target
Loc_Subtitles/DISPATCH_00311r,"(DISPATCH)\\\\...but hindsight is 20/20, right?",(调度员)\\\\……不过啊，事后诸葛亮谁都会，对吧？
Loc_Subtitles/DISPATCH_01019,"(DISPATCH)\\\\...with the addition of the aforementioned homicidal tendencies, of course.",(调度员)\\\\……当然，别忘了前面说的那点杀人倾向。
Loc_Subtitles/DISPATCH_00336,(DISPATCH)\\\\A job well done.,(调度员)\\\\干得漂亮。
Loc_Subtitles/DISPATCH_00054,"(DISPATCH)\\\\According to the building status log, most of the facility is out of power. ",(调度员)\\\\根据大楼的状态记录，大部分设施现在都停电了。 
Loc_Subtitles/DISPATCH_01022,"(DISPATCH)\\\\Alright, take a deep breath and get back in there. Finish the job and that $25 gift certificate is as good as yours!",(调度员)\\\\好了，深呼吸，然后再进去。把活干完，那25美元的礼品卡就归你了！
Loc_Subtitles/DISPATCH_00207r,"(DISPATCH)\\\\Amazing, we'll look into it!",(调度员)\\\\太棒了，我们会着手调查的！
Loc_Subtitles/DISPATCH_01009,"(DISPATCH)\\\\Amazing. Thanks for being a part of the Fazbear Team! Dispatch, out!",(调度员)\\\\太好了。感谢你加入费斯熊团队！调度员下线！
Loc_Subtitles/DISPATCH_01027,"(DISPATCH)\\\\And after you find that schematic for us, we can certainly try to maybe find a way to probably save your life from it. ",(调度员)\\\\等你帮我们找到那份图纸后，我们或许真能想点办法，试试看把你从那玩意儿手里救出来。 
Loc_Subtitles/DISPATCH_00070B,(DISPATCH)\\\\And better news. The motion sensors are now active.,(调度员)\\\\还有好消息，动感传感器现在已经启动了。
Loc_Subtitles/DISPATCH_01059,(DISPATCH)\\\\Another worker bee? A bumbling bee? Perhaps a busy bee.,(调度员)\\\\又是一只工蜂？还是一只冒冒失失的小蜜蜂？也可能是个勤快蜂吧。
Loc_Subtitles/DISPATCH_00314,"(DISPATCH)\\\\Anyway, head through the warehouse and you should reach the Admin Wing... eventually.",(调度员)\\\\总之，穿过仓库，应该就能到行政区……迟早能到的。
Loc_Subtitles/DISPATCH_00504,"(DISPATCH)\\\\Arnie, buddy, check in when you have a chance.",(调度员)\\\\阿尔尼，哥们，有空就回个信儿。
Loc_Subtitles/DISPATCH_00405,"(DISPATCH)\\\\Arnie, buddy, you’re making a huge mistake.",(调度员)\\\\阿尔尼，老兄，你这是在犯大错啊。
Loc_Subtitles/DISPATCH_01000,"(DISPATCH)\\\\Arnold! Hey buddy, this is dispatch with Fazbear Entertainment. How are you feeling? ",(调度员)\\\\阿诺德！嘿，伙计，这里是费斯熊娱乐的调度员。感觉怎么样？ 
Loc_Subtitles/DISPATCH_00403,"(DISPATCH)\\\\Arnold, Go back.",(调度员)\\\\阿诺德，回去吧。
Loc_Subtitles/DISPATCH_00301,"(DISPATCH)\\\\Arnold, I have to confess something...\\\\I am seriously impressed with your progress.\\\\At this rate, we'll be finished before dawn. ",(调度员)\\\\阿诺德，我得坦白点事儿……\\\\你现在的进展真让我佩服。\\\\照你这个速度，咱们天亮前都能收工。 
Loc_Subtitles/DISPATCH_00500,"(DISPATCH)\\\\Arnold, can you hear me?",(调度员)\\\\阿诺德，能听到吗？
Loc_Subtitles/DISPATCH_00505,"(DISPATCH)\\\\Arnold, pick up. Over.",(调度员)\\\\阿诺德，赶紧接话，完毕。
Loc_Subtitles/DISPATCH_00201,(DISPATCH)\\\\Arnold. Hey!,(调度员)\\\\阿诺德。嘿！
Loc_Subtitles/DISPATCH_00100,"(DISPATCH)\\\\Arnold. Wake up. Get up, Arnold.",(调度员)\\\\阿诺德，醒醒，快起来！
Loc_Subtitles/DISPATCH_00409,(DISPATCH)\\\\Arnold. Why? Why would you come down here?,(调度员)\\\\阿诺德，为什么？你为什么要跑到这里来？
Loc_Subtitles/DISPATCH_00318,(DISPATCH)\\\\Arnold? Is everything ok? ,(调度员)\\\\阿诺德？一切都还好吗？ 
Loc_Subtitles/DISPATCH_00345,(DISPATCH)\\\\Arnold? There you are!,(调度员)\\\\阿诺德？原来你在这儿！
Loc_Subtitles/DISPATCH_00326,(DISPATCH)\\\\Arnold? You there?,(调度员)\\\\阿诺德？你在吗？
Loc_Subtitles/DISPATCH_00314r,"(DISPATCH)\\\\As always, try to keep quiet and don't draw attention to yourself.\\\\Do that, and I'm positive nothing else bad is going to happen to you.",(调度员)\\\\老规矩，尽量安静点，别引人注意。\\\\做到这点，我敢打包票，再也不会有倒霉事找上你。
Loc_Subtitles/DISPATCH_00210,"(DISPATCH)\\\\As for your REAL job, your next target is the upgrade station in the demonstration theater. ",(调度员)\\\\说回你的“真正工作”，你下一个目标是演示剧场里的升级站。 
Loc_Subtitles/DISPATCH_01006,"(DISPATCH)\\\\As per his contract, everything he's been working on for us is now legally ours, so we're sending you in to get it.",(调度员)\\\\根据他的合同，他给我们干的所有东西现在全归我们合法所有，所以你得进去把它们拿出来。
Loc_Subtitles/DISPATCH_01044,"(DISPATCH)\\\\At some point the endoskeleton was exposed to some sort of violence, the details of which are a little fuzzy.",(调度员)\\\\内骨骼曾在某个时候遭遇暴力破坏，具体细节还有些不清楚。
Loc_Subtitles/DISPATCH_01001,"(DISPATCH)\\\\Awesome to hear. Well listen, we need you to take one more shift for us since you're our closest technician in the area.",(调度员)\\\\很高兴听到这个。这样吧，你是这一带离我们最近的技术员，我们需要你再帮忙值一班。
Loc_Subtitles/DISPATCH_01040,"(DISPATCH)\\\\Awesome, glad to see you made it here without any complications whatsoever!",(调度员)\\\\太好了，看到你一路顺利到这儿真让人高兴！
Loc_Subtitles/DISPATCH_01035,"(DISPATCH)\\\\Before you go, take a hand crank for the security fence.",(调度员)\\\\在出发前，记得拿一只用于安全围栏的手摇曲柄。
Loc_Subtitles/DISPATCH_00208,"(DISPATCH)\\\\But first, the system says the data diver was updated to include ""creator"" permissions.",(调度员)\\\\不过要先说明，系统显示数据驱动器已更新，增加了“创作者”权限。
Loc_Subtitles/DISPATCH_00312,"(DISPATCH)\\\\But for whatever reason, the warehouse is only accessible to admin permission staff. Makes no sense to me. ",(调度员)\\\\但不知什么原因，仓库还是只能管理员权限的人进入。我也搞不懂为什么。 
Loc_Subtitles/DISPATCH_01054,(DISPATCH)\\\\But you're just like the others. The other technicians. The workers.,(调度员)\\\\不过你也跟其他人一样，和那些技术员、工人没什么两样。
Loc_Subtitles/DISPATCH_00319,(DISPATCH)\\\\Check in soon. ,(调度员)\\\\等会儿再联系。 
Loc_Subtitles/DISPATCH_00056,(DISPATCH)\\\\Check out the computer map. You passed a power room on your way in.,(调度员)\\\\看看电脑上的地图。你进来的路上经过了一个配电房。
Loc_Subtitles/DISPATCH_00211,(DISPATCH)\\\\Check the map. You can get there through the workshops.,(调度员)\\\\查看一下地图。你可以从工坊过去。
Loc_Subtitles/DISPATCH_00107,(DISPATCH)\\\\Check the monitor. I am sending you a camera feed. Go there.,(调度员)\\\\看一下监控，我正在给你发送摄像头画面，去那个位置。
Loc_Subtitles/DISPATCH_00028,(DISPATCH)\\\\Check your tool box.,(调度员)\\\\检查一下你的工具箱。
Loc_Subtitles/DISPATCH_00070,"(DISPATCH)\\\\Check, check, check. Testing. Testing.  One, two, three…",(调度员)\\\\检查、检查、检查。测试、测试。一、二、三……
Loc_Subtitles/DISPATCH_00202,(DISPATCH)\\\\Come back to the security office immediately. I found the location of another upgrade station.,(调度员)\\\\立刻回安保办公室。我刚找到了另一个升级站的位置。
Loc_Subtitles/DISPATCH_00071r,(DISPATCH)\\\\Come on back to the Security Office for further instructions. ,(调度员)\\\\快回安保办公室，听取进一步指示。 
Loc_Subtitles/DISPATCH_00052,(DISPATCH)\\\\Did I mention we have access to the facility computer systems? Yeah. We can do it over the phone lines. Pretty cool.,(调度员)\\\\我有说过我们现在能访问设施的计算机系统吗？对，我们可以通过电话线连进去。挺厉害的吧。
Loc_Subtitles/DISPATCH_00427,(DISPATCH)\\\\Do not push me.,(调度员)\\\\别惹我。
Loc_Subtitles/Dispatch_F10N4_008,(DISPATCH)\\\\Do not push me.,(调度员)\\\\别惹我。
Loc_Subtitles/DISPATCH_00351,"(DISPATCH)\\\\Don't call us, our lawyers will be calling you.",(调度员)\\\\别联系我们，我们的律师会找你。
Loc_Subtitles/DISPATCH_00321,(DISPATCH)\\\\Don't forget to come to the Security Office. Then you can go home.,(调度员)\\\\别忘了来安保办公室，然后你就能回家了。
Loc_Subtitles/DISPATCH_00406a,(DISPATCH)\\\\Don’t do it…,(调度员)\\\\别做……
Loc_Subtitles/DISPATCH_00406,(DISPATCH)\\\\Don’t you want a bonus? Or two bonuses? You can have a day off.,(调度员)\\\\你不想要奖金吗？或者要两个？还可以休一天假。
Loc_Subtitles/DISPATCH_00307,(DISPATCH)\\\\Edwin kept them tucked away in his Executive Suite. ,(调度员)\\\\埃德温一直把它们藏在他的行政套房里。 
Loc_Subtitles/DISPATCH_00423,(DISPATCH)\\\\Employees only.,(调度员)\\\\仅限员工进入。
Loc_Subtitles/Dispatch_F10N4_004,(DISPATCH)\\\\Employees only.,(调度员)\\\\仅限员工进入。
Loc_Subtitles/DISPATCH_00434,(DISPATCH)\\\\Error…,(调度员)\\\\错误……
Loc_Subtitles/DISPATCH_00434_FIONA_00415,(DISPATCH)\\\\Error…,(调度员)\\\\错误……
Loc_Subtitles/Dispatch_F10N4_016,(DISPATCH)\\\\Error…,(调度员)\\\\错误……
Loc_Subtitles/DISPATCH_00348,(DISPATCH)\\\\Fazbear Entertainment has no other option but to let you go.,(调度员)\\\\费斯熊娱乐别无选择，只能让你离职。
Loc_Subtitles/DISPATCH_01065,(DISPATCH)\\\\Fazbear Entertainment will hold you personally responsible for lost or stolen property.,(调度员)\\\\费斯熊娱乐会追究你对遗失或失窃财产的个人责任。
Loc_Subtitles/DISPATCH_00419,(DISPATCH)\\\\Fazbear will send another. Maybe that one will help me.,(调度员)\\\\费斯熊会再派一个人来，也许下一个能帮到我。
Loc_Subtitles/DISPATCH_00307r,"(DISPATCH)\\\\Finally, you have access to the Admin Wing. That's where Murray's office is located.\\\\And most importantly, the schematics.",(调度员)\\\\你终于获得了行政区的通行权。默里的办公室就在那里面。\\\\更重要的是，那里还有设计图纸。
Loc_Subtitles/DISPATCH_01042,"(DISPATCH)\\\\From what we can tell, it was designed to keep Murray's son entertained while Murray worked.",(调度员)\\\\据我们了解，这里原本是为了让默里工作的同时，他的儿子能有地方玩耍而特别设计的。
Loc_Subtitles/DISPATCH_01029,"(DISPATCH)\\\\Get that schematic, and with some luck, you can deactivate that endoskeleton and collect it for us as well.",(调度员)\\\\找到那份设计图，如果顺利的话，你还能帮我们关掉那台内骨骼并把它带回来。
Loc_Subtitles/DISPATCH_00404,(DISPATCH)\\\\Give me the Data Diver.,(调度员)\\\\把数据潜入器交给我。
Loc_Subtitles/DISPATCH_00023,(DISPATCH)\\\\Good job.,(调度员)\\\\干得不错。
Loc_Subtitles/DISPATCH_00032,(DISPATCH)\\\\Good job. Well done.,(调度员)\\\\很棒，干得漂亮。
Loc_Subtitles/DISPATCH_00108,(DISPATCH)\\\\Good job. You can reach the Lobby from here.,(调度员)\\\\干得好。你现在可以从这里进入大厅了。
Loc_Subtitles/DISPATCH_00335,(DISPATCH)\\\\Good work!,(调度员)\\\\做得漂亮！
Loc_Subtitles/DISPATCH_00029,(DISPATCH)\\\\Gotta be there somewhere. Keep looking.,(调度员)\\\\一定在附近，继续找吧。
Loc_Subtitles/DISPATCH_00070A,(DISPATCH)\\\\Great news. Power has been restored to this wing of the building. Overhead paging works.,(调度员)\\\\好消息，这一侧的电力已经恢复，广播系统也可以用了。
Loc_Subtitles/DISPATCH_00302,(DISPATCH)\\\\Great work. ,(调度员)\\\\太棒了。 
Loc_Subtitles/DISPATCH_00072r,"(DISPATCH)\\\\Great. Head back to the Security Office, and I'll give you more instructions on what exactly we need you to retrieve for us.",(调度员)\\\\很好。回到安全办公室，我会详细告诉你接下来需要找什么东西。
Loc_Subtitles/DISPATCH_00024,(DISPATCH)\\\\Great. They must have all gone home for the night.,(调度员)\\\\很好，他们今晚估计都回家了。
Loc_Subtitles/DISPATCH_01004,"(DISPATCH)\\\\Ha! I love that enthusiasm! So anyway, this will be a piece of cake.",(调度员)\\\\哈！我喜欢你的干劲！总之，这简直是小菜一碟。
Loc_Subtitles/DISPATCH_01018,"(DISPATCH)\\\\He was working on an endoskeleton that can adapt to any costume or character,\\\\large or small, with the ability to take on the persona of the character it occupies...",(调度员)\\\\他在研发一种无论大小都能适配任意套装与角色的内骨骼，还能模拟所穿角色的性格和行为……
Loc_Subtitles/DISPATCH_00316,(DISPATCH)\\\\Head back to the Security Office. ,(调度员)\\\\回到安全办公室去吧。 
Loc_Subtitles/DISPATCH_01051,(DISPATCH)\\\\Head back to where you first entered the building for further instructions.,(调度员)\\\\回到你一开始进入大楼的地方，等待进一步指示。
Loc_Subtitles/DISPATCH_00337,(DISPATCH)\\\\Head on out. It's over.,(调度员)\\\\可以出发了，一切都结束了。
Loc_Subtitles/DISPATCH_00212a,(DISPATCH)\\\\Hey buddy. You know where you're going?\\\\Look for the Workshops. Check your map if you're lost.,(调度员)\\\\嘿，伙计，你知道自己要去哪里吗？\\\\去找工坊，如果迷路记得看看地图。
Loc_Subtitles/DISPATCH_00213,"(DISPATCH)\\\\Hey, Arnold, the system says you need a suit to get into the theater. ",(调度员)\\\\阿诺德，系统提示你需要一套套装才能进剧院。 
Loc_Subtitles/DISPATCH_01010,"(DISPATCH)\\\\Hey, you made it! I knew you would!",(调度员)\\\\你做到了！我就知道你一定能行！
Loc_Subtitles/DISPATCH_00428,(DISPATCH)\\\\How? I see you at the door. ,(调度员)\\\\怎么做到的？我明明看到你就在门口啊。 
Loc_Subtitles/Dispatch_F10N4_010,(DISPATCH)\\\\How? I see you at the door. ,(调度员)\\\\怎么做到的？我明明看到你就在门口啊。 
Loc_Subtitles/DISPATCH_00203,(DISPATCH)\\\\I am dying to know what happened in there.,(调度员)\\\\我特别想知道你在里面遇到什么了。
Loc_Subtitles/DISPATCH_01030,"(DISPATCH)\\\\I can just smell that $25 gift certificate, can't you?",(调度员)\\\\我都能闻到那张25美元礼品券的味道了，你是不是也闻到了？
Loc_Subtitles/DISPATCH_00417,(DISPATCH)\\\\I cannot stop it.,(调度员)\\\\我没办法阻止它。
Loc_Subtitles/DISPATCH_00340,(DISPATCH)\\\\I don't know why you're still here. ,(调度员)\\\\我不明白你为什么还留在这里。 
Loc_Subtitles/DISPATCH_00306,(DISPATCH)\\\\I don't think you could possibly understand how important this work is. ,(调度员)\\\\我觉得你根本无法体会这项工作有多重要。 
Loc_Subtitles/DISPATCH_00105,(DISPATCH)\\\\I found the location of another upgrade station up in the show rooms. ,(调度员)\\\\我在展厅那儿找到了另一个升级站的位置。 
Loc_Subtitles/DISPATCH_00209,(DISPATCH)\\\\I guess that means you're an artist now. Good job. I knew you could do it.,(调度员)\\\\看来你现在已经是个艺术家了。干得漂亮，我早就知道你能行。
Loc_Subtitles/DISPATCH_00310,(DISPATCH)\\\\I hope you can do it without me. I'm trusting you with this. Got it? ,(调度员)\\\\这件事就交给你了，希望你没有我也能搞定。你明白了吗？ 
Loc_Subtitles/DISPATCH_01002,"(DISPATCH)\\\\I know, the grind is exhilarating, isn't it? And we're so happy to have you on the Fazbear team!",(调度员)\\\\我明白，这种折腾也挺让人上头的，对吧？我们很高兴你成为费斯熊团队的一员！
Loc_Subtitles/DISPATCH_00502,(DISPATCH)\\\\I need you in the security office.,(调度员)\\\\我需要你去安全办公室一趟。
Loc_Subtitles/DISPATCH_00411,(DISPATCH)\\\\I protected you as well as I could.,(调度员)\\\\我已经尽全力保护你了。
Loc_Subtitles/DISPATCH_00333,(DISPATCH)\\\\I really don't know what the problem is...,(调度员)\\\\我是真不知道问题出在哪……
Loc_Subtitles/DISPATCH_00303,(DISPATCH)\\\\I see a bonus in your future.,(调度员)\\\\我预感你很快就会拿到奖金。
Loc_Subtitles/DISPATCH_00426,(DISPATCH)\\\\I see right through your simple shell game.,(调度员)\\\\你这点小把戏我可一眼就能看穿。
Loc_Subtitles/Dispatch_F10N4_007,(DISPATCH)\\\\I see right through your simple shell game.,(调度员)\\\\你这点小把戏我可一眼就能看穿。
Loc_Subtitles/DISPATCH_00342,(DISPATCH)\\\\I see you in there...,(调度员)\\\\我看到你就在里面……
Loc_Subtitles/DISPATCH_00103,"(DISPATCH)\\\\I see your mouth moving, but I ‘m not hearing anything. There must be a problem with your mic.",(调度员)\\\\我看到你嘴巴在动，但我一点声音也没听见。你的麦克风好像出问题了。
Loc_Subtitles/DISPATCH_01053,(DISPATCH)\\\\I thought you were different. I thought you might understand.,(调度员)\\\\我以为你不一样，以为你能懂我。
Loc_Subtitles/DISPATCH_00113r,"(DISPATCH)\\\\I'll direct you where you need to go next. I would urge caution, however,\\\\we're getting some very confusing readings up ahead.",(调度员)\\\\我接下来会指引你该往哪走。不过我要提醒你小心点，前面的监测数据很混乱。
Loc_Subtitles/DISPATCH_00331,(DISPATCH)\\\\I'm going to have to keep it locked until you hand over that device. ,(调度员)\\\\除非你把那个装置交出来，不然这门我就一直锁着。 
Loc_Subtitles/DISPATCH_00205,(DISPATCH)\\\\I'm guessing you took care of it. Well done. ,(调度员)\\\\我猜你已经搞定了。干得不错。 
Loc_Subtitles/DISPATCH_00024r,(DISPATCH)\\\\I'm sure you're right! Those motion sensors never tell the truth!,(调度员)\\\\我肯定你说得没错！那些运动传感器从来不靠谱！
Loc_Subtitles/DISPATCH_00309,"(DISPATCH)\\\\I've got to warn you, it's not close to your current location at all.\\\\So we won't be in communication for a while.",(调度员)\\\\得提醒你，那里离你现在的位置很远，咱们一阵子可能联系不上。
Loc_Subtitles/DISPATCH_00338,(DISPATCH)\\\\I've opened the garage for you. You can just hop in your van and drive home. ,(调度员)\\\\车库已经给你开了门，你现在可以直接开着你的面包车回家了。 
Loc_Subtitles/DISPATCH_01028,"(DISPATCH)\\\\If that's not incentive enough to find the schematic, then I don't know what is!",(调度员)\\\\要是这都还不能激发你去找那份原理图，我真就没招了！
Loc_Subtitles/DISPATCH_00206,"(DISPATCH)\\\\If you are talking, I still can't hear you.",(调度员)\\\\如果你在说话，我还是一点没听见。
Loc_Subtitles/DISPATCH_00050,"(DISPATCH)\\\\If you are there, pick up.",(调度员)\\\\如果你在的话，接一下。
Loc_Subtitles/DISPATCH_00501,"(DISPATCH)\\\\If you can hear me, pick up.",(调度员)\\\\如果你能听见我，接个话。
Loc_Subtitles/DISPATCH_01060,"(DISPATCH)\\\\In many ways, tonight has been a comedy of errors. A Jester would suit you well.",(调度员)\\\\今晚真是一场混乱的大闹剧，穿身小丑套装还挺适合你的。
Loc_Subtitles/DISPATCH_00420,"(DISPATCH)\\\\It cannot see you in that suit, but I can.",(调度员)\\\\那套套装里面它看不到你，但我可能看得清清楚楚。
